Permutation,SkewScore,SatisfiedPairs,DMT12,DMT4,DMT5,DMT15,DMT9,DMT10,DMT6,DMT11,DMT1,DMT3,DMT13,DMT8,DMT2,DMT14
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Structures', 'Instrumentation']",0.434,5,1.788,3.65,3.982,6.175,4.716,3.156,2.765,6.126,3.28,4.132,4.27,3.428,5.784,7.138
"['Mechanisms', 'Instrumentation', 'Structures', 'Dynamics', 'Materials', 'Thermofluids']",0.433,6,3.584,4.277,3.493,5.419,5.139,2.344,2.674,6.674,4.077,3.451,3.287,5.623,5.749,6.404
"['Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials', 'Dynamics']",0.432,5,3.371,3.096,4.249,4.482,5.228,2.741,3.821,7.128,4.858,2.545,3.074,5.8,5.562,6.519
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids']",0.432,8,2.435,7.221,2.343,6.781,3.079,2.344,2.195,3.704,1.777,6.633,6.23,3.323,6.632,6.377
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Structures', 'Materials']",0.432,7,2.276,6.816,2.605,7.114,2.428,3.098,2.299,4.212,1.46,7.3,6.738,3.006,6.314,6.06
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Structures', 'Materials', 'Thermofluids']",0.431,6,3.345,4.62,3.254,6.0,4.899,2.344,2.195,6.434,3.598,4.032,3.63,5.144,5.851,6.507
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids']",0.431,6,2.582,4.841,3.13,6.345,5.113,2.078,1.913,5.672,3.28,4.076,3.816,4.223,6.181,7.138
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids']",0.431,7,2.004,6.493,2.552,6.841,3.957,2.078,1.913,3.937,2.124,5.728,5.468,3.066,6.677,7.056
"['Dynamics', 'Thermofluids', 'Structures', 'Mechanisms', 'Instrumentation', 'Materials']",0.431,5,1.251,5.385,3.721,6.253,1.809,4.175,4.016,4.31,1.849,7.002,7.448,2.176,6.094,6.245
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Structures', 'Materials']",0.43,6,3.186,4.215,3.516,6.334,4.248,3.098,2.299,6.942,3.28,4.699,4.138,4.826,5.534,6.19
"['Mechanisms', 'Thermofluids', 'Structures', 'Dynamics', 'Instrumentation', 'Materials']",0.43,5,2.365,2.203,4.835,5.298,4.037,4.175,4.016,7.652,4.077,3.819,4.265,4.404,5.139,6.404
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Structures', 'Instrumentation', 'Materials']",0.429,5,1.215,5.146,3.685,6.66,1.977,4.175,3.537,4.682,1.777,7.002,7.208,2.104,6.022,6.377
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Structures', 'Instrumentation', 'Materials']",0.428,4,2.126,2.545,4.595,5.88,3.798,4.175,3.537,7.412,3.598,4.401,4.608,3.925,5.242,6.507
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials', 'Structures']",0.427,6,1.518,5.485,3.163,7.095,2.982,3.243,2.408,4.7,1.892,6.421,6.23,2.464,6.26,6.824
"['Structures', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Materials', 'Instrumentation']",0.426,7,2.143,4.782,4.0,3.947,3.283,2.819,5.366,4.253,3.991,4.132,5.739,4.139,6.494,6.735
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials', 'Structures']",0.426,7,2.096,3.833,3.741,6.599,4.138,3.243,2.408,6.434,3.049,4.769,4.578,3.621,5.764,6.907
"['Structures', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Materials', 'Instrumentation']",0.425,4,2.679,3.251,4.535,3.488,4.354,2.819,5.366,5.86,5.062,2.602,4.208,5.21,6.035,6.812
"['Dynamics', 'Instrumentation', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials']",0.425,6,2.471,7.214,2.415,6.514,2.419,2.52,2.71,3.614,1.849,6.915,6.751,3.395,6.704,6.245
"['Structures', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Materials']",0.425,6,2.433,5.172,3.831,4.102,2.733,2.997,5.332,4.273,3.721,4.769,6.163,4.293,6.437,6.33
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials', 'Structures']",0.425,7,1.888,6.04,2.766,7.174,3.167,2.741,2.011,4.488,1.892,6.394,6.019,2.834,6.445,6.824
"['Mechanisms', 'Instrumentation', 'Structures', 'Dynamics', 'Thermofluids', 'Materials']",0.424,6,3.584,4.031,3.528,5.559,4.647,2.52,2.71,6.955,4.077,3.732,3.569,5.623,5.749,6.404
"['Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Materials']",0.424,4,3.103,3.256,4.501,3.527,4.074,2.997,5.332,6.285,5.062,2.853,4.247,5.634,5.862,6.426
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials', 'Structures']",0.424,7,2.467,4.388,3.344,6.679,4.323,2.741,2.011,6.223,3.049,4.742,4.367,3.991,5.949,6.907
"['Structures', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials']",0.423,7,2.803,5.727,3.434,4.181,2.918,2.494,4.935,4.062,3.721,4.742,5.952,4.663,6.622,6.33
"['Structures', 'Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation']",0.423,4,2.679,4.17,3.905,3.586,5.029,1.705,4.736,4.893,5.062,2.217,3.823,5.21,6.617,7.393
"['Structures', 'Dynamics', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids']",0.423,4,2.526,5.387,3.381,3.909,4.454,1.462,4.544,3.795,4.398,3.152,4.67,4.725,6.991,7.346
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials']",0.423,8,2.435,6.974,2.379,6.921,2.586,2.52,2.231,3.985,1.777,6.915,6.512,3.323,6.632,6.377
"['Structures', 'Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation']",0.423,5,2.347,5.119,3.573,3.871,4.365,1.705,4.736,3.897,4.398,3.165,4.772,4.546,6.902,7.346
"['Structures', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids']",0.422,5,3.473,4.443,3.684,3.658,4.751,1.741,4.515,5.406,5.062,2.545,3.754,6.004,6.432,6.812
"['Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Materials']",0.422,4,3.473,3.811,4.105,3.606,4.259,2.494,4.935,6.073,5.062,2.826,4.036,6.004,6.047,6.426
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Structures', 'Thermofluids', 'Materials']",0.422,6,3.345,4.374,3.289,6.141,4.407,2.52,2.231,6.716,3.598,4.314,3.911,5.144,5.851,6.507
"['Structures', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids']",0.422,6,2.938,5.973,3.148,4.118,3.68,1.741,4.515,3.799,3.991,4.076,5.285,4.933,6.892,6.735
"['Structures', 'Mechanisms', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids']",0.422,4,2.858,4.439,3.714,3.625,5.118,1.462,4.544,4.791,5.062,2.204,3.721,5.389,6.706,7.393
"['Dynamics', 'Structures', 'Thermofluids', 'Mechanisms', 'Materials', 'Instrumentation']",0.42,5,1.463,5.753,3.319,5.599,2.603,2.819,4.005,3.573,2.63,5.784,6.711,2.778,6.786,7.027
"['Mechanisms', 'Structures', 'Thermofluids', 'Dynamics', 'Materials', 'Instrumentation']",0.419,4,2.577,2.571,4.433,4.645,4.831,2.819,4.005,6.915,4.858,2.602,3.528,5.006,5.831,7.186
"['Dynamics', 'Structures', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Materials']",0.419,6,1.752,6.144,3.15,5.754,2.053,2.997,3.971,3.593,2.36,6.421,7.135,2.933,6.728,6.622
"['Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Materials']",0.418,5,3.001,2.576,4.399,4.684,4.55,2.997,3.971,7.339,4.858,2.853,3.567,5.43,5.658,6.8
"['Dynamics', 'Structures', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials']",0.417,6,2.123,6.699,2.754,5.833,2.238,2.494,3.574,3.381,2.36,6.394,6.924,3.303,6.913,6.622
"['Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation']",0.417,6,1.667,6.091,2.893,5.523,3.684,1.705,3.375,3.217,3.037,4.817,5.744,3.185,7.193,7.637
"['Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Materials']",0.416,5,3.371,3.131,4.003,4.763,4.735,2.494,3.574,7.128,4.858,2.826,3.356,5.8,5.843,6.8
"['Structures', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Materials']",0.416,4,2.858,3.273,4.379,3.667,3.951,2.752,5.209,6.039,5.062,2.87,4.388,5.389,6.125,6.812
"['Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation']",0.416,3,2.577,3.49,3.803,4.743,5.505,1.705,3.375,5.948,4.858,2.217,3.143,5.006,6.413,7.767
"['Structures', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials']",0.416,6,2.322,4.804,3.843,4.126,2.88,2.752,5.209,4.432,3.991,4.401,5.918,4.318,6.584,6.735
"['Dynamics', 'Structures', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids']",0.416,7,2.257,6.945,2.468,5.77,3.0,1.741,3.154,3.119,2.63,5.728,6.257,3.573,7.183,7.027
"['Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids']",0.416,6,1.846,6.359,2.701,5.561,3.774,1.462,3.183,3.115,3.037,4.805,5.641,3.364,7.283,7.637
"['Mechanisms', 'Structures', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids']",0.415,4,3.371,3.763,3.582,4.815,5.228,1.741,3.154,6.461,4.858,2.545,3.074,5.8,6.228,7.186
"['Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids']",0.415,4,2.756,3.758,3.612,4.781,5.594,1.462,3.183,5.845,4.858,2.204,3.041,5.185,6.502,7.767
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Structures', 'Materials', 'Instrumentation']",0.414,6,1.368,5.123,3.225,6.671,3.044,2.819,2.745,4.55,2.441,5.784,6.081,2.589,6.597,7.373
"['Structures', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials']",0.413,4,3.473,4.197,3.719,3.799,4.259,1.916,4.55,5.688,5.062,2.826,4.036,6.004,6.432,6.812
"['Structures', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials']",0.413,7,2.938,5.727,3.184,4.258,3.188,1.916,4.55,4.081,3.991,4.357,5.566,4.933,6.892,6.735
"['Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation']",0.413,5,2.186,4.048,3.413,5.692,5.114,1.705,2.594,5.557,4.077,3.165,3.701,4.225,6.58,7.935
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Structures', 'Materials', 'Instrumentation']",0.413,5,1.947,3.471,3.803,6.175,4.2,2.819,2.745,6.285,3.598,4.132,4.429,3.745,6.101,7.456
"['Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation']",0.413,5,1.608,5.7,2.835,6.187,3.958,1.705,2.594,3.822,2.92,4.817,5.353,3.068,7.076,7.852
"['Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids']",0.412,5,2.365,4.316,3.221,5.73,5.204,1.462,2.402,5.455,4.077,3.152,3.599,4.404,6.67,7.935
"['Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids']",0.412,5,1.787,5.969,2.643,6.226,4.047,1.462,2.402,3.72,2.92,4.805,5.251,3.247,7.165,7.852
"['Structures', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation']",0.411,4,2.679,3.833,3.954,3.779,4.354,1.946,4.784,5.279,5.062,2.602,4.208,5.21,6.617,7.393
"['Structures', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation']",0.411,6,2.347,4.782,3.621,4.064,3.69,1.946,4.784,4.282,4.398,3.551,5.157,4.546,6.902,7.346
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Structures', 'Materials']",0.411,7,2.212,3.703,3.61,6.599,3.761,2.997,2.393,6.55,3.28,4.769,4.694,3.852,5.996,7.138
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Structures', 'Materials']",0.411,6,1.634,5.355,3.032,7.095,2.605,2.997,2.393,4.816,2.124,6.421,6.346,2.696,6.492,7.056
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids']",0.41,6,2.163,6.315,2.374,6.841,3.441,1.741,1.894,4.096,2.441,5.728,5.627,3.384,6.994,7.373
"['Dynamics', 'Structures', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials']",0.41,5,1.642,5.776,3.163,5.778,2.2,2.752,3.849,3.752,2.63,6.053,6.89,2.957,6.875,7.027
"['Structures', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids']",0.409,3,3.103,4.469,3.499,3.87,4.566,1.37,4.329,5.036,5.062,2.572,3.966,5.634,6.829,7.393
"['Structures', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids']",0.409,5,2.771,5.418,3.167,4.155,3.902,1.37,4.329,4.04,4.398,3.52,4.915,4.97,7.114,7.346
"['Mechanisms', 'Structures', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Materials']",0.409,5,2.756,2.593,4.277,4.824,4.428,2.752,3.849,7.094,4.858,2.87,3.707,5.185,5.921,7.186
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids']",0.409,5,2.741,4.663,2.952,6.345,4.598,1.741,1.894,5.831,3.598,4.076,3.975,4.54,6.498,7.456
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Structures', 'Materials']",0.409,7,2.582,4.258,3.214,6.679,3.947,2.494,1.997,6.339,3.28,4.742,4.483,4.223,6.181,7.138
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Structures', 'Materials']",0.409,7,2.004,5.91,2.635,7.174,2.79,2.494,1.997,4.604,2.124,6.394,6.135,3.066,6.677,7.056
"['Dynamics', 'Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials']",0.407,6,2.257,6.699,2.503,5.91,2.508,1.916,3.189,3.401,2.63,6.009,6.538,3.573,7.183,7.027
"['Mechanisms', 'Structures', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials']",0.406,4,3.371,3.516,3.617,4.956,4.735,1.916,3.189,6.742,4.858,2.826,3.356,5.8,6.228,7.186
"['Dynamics', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation']",0.405,5,1.667,5.753,2.941,5.716,3.01,1.946,3.423,3.602,3.037,5.203,6.129,3.185,7.193,7.637
"['Mechanisms', 'Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation']",0.404,4,2.577,3.153,3.852,4.935,4.831,1.946,3.423,6.333,4.858,2.602,3.528,5.006,6.413,7.767
"['Dynamics', 'Mechanisms', 'Thermofluids', 'Structures', 'Instrumentation', 'Materials']",0.404,5,1.547,5.146,3.068,6.85,2.641,2.752,2.588,4.729,2.441,6.053,6.26,2.768,6.686,7.373
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Structures', 'Instrumentation', 'Materials']",0.403,5,2.126,3.494,3.646,6.354,3.798,2.752,2.588,6.464,3.598,4.401,4.608,3.925,6.191,7.456
"['Dynamics', 'Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids']",0.403,5,2.091,6.39,2.487,5.807,3.222,1.37,2.969,3.36,3.037,5.172,5.887,3.61,7.405,7.637
"['Mechanisms', 'Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids']",0.402,4,3.001,3.789,3.397,5.026,5.043,1.37,2.969,6.091,4.858,2.572,3.286,5.43,6.625,7.767
"['Structures', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials']",0.401,5,2.858,3.855,3.797,3.958,3.951,1.879,4.627,5.458,5.062,2.87,4.388,5.389,6.706,7.393
"['Structures', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials']",0.401,7,2.526,4.804,3.465,4.243,3.287,1.879,4.627,4.462,4.398,3.819,5.336,4.725,6.991,7.346
"['Dynamics', 'Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials']",0.401,6,2.163,6.069,2.409,6.982,2.949,1.916,1.929,4.377,2.441,6.009,5.908,3.384,6.994,7.373
"['Dynamics', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation']",0.401,5,1.608,5.363,2.883,6.38,3.283,1.946,2.642,4.208,2.92,5.203,5.738,3.068,7.076,7.852
"['Structures', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials']",0.4,4,3.103,4.223,3.534,4.011,4.074,1.546,4.365,5.318,5.062,2.853,4.247,5.634,6.829,7.393
"['Structures', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials']",0.4,6,2.771,5.172,3.202,4.295,3.41,1.546,4.365,4.321,4.398,3.802,5.196,4.97,7.114,7.346
"['Mechanisms', 'Dynamics', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials']",0.4,5,2.741,4.417,2.987,6.486,4.105,1.916,1.929,6.112,3.598,4.357,4.256,4.54,6.498,7.456
"['Mechanisms', 'Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation']",0.4,5,2.186,3.711,3.461,5.884,4.44,1.946,2.642,5.942,4.077,3.551,4.086,4.225,6.58,7.935
"['Dynamics', 'Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids']",0.399,5,2.032,5.999,2.428,6.471,3.496,1.37,2.188,3.965,2.92,5.172,5.496,3.492,7.288,7.852
"['Mechanisms', 'Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Thermofluids']",0.398,5,2.61,4.347,3.006,5.975,4.652,1.37,2.188,5.7,4.077,3.52,3.844,4.649,6.792,7.935
"['Dynamics', 'Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials']",0.395,5,1.846,5.776,2.785,5.895,2.607,1.879,3.267,3.781,3.037,5.471,6.308,3.364,7.283,7.637
"['Mechanisms', 'Structures', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials']",0.394,4,2.756,3.175,3.695,5.115,4.428,1.879,3.267,6.512,4.858,2.87,3.707,5.185,6.502,7.767
"['Dynamics', 'Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials']",0.394,5,2.091,6.144,2.522,5.947,2.73,1.546,3.004,3.641,3.037,5.454,6.168,3.61,7.405,7.637
"['Mechanisms', 'Structures', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials']",0.393,5,3.001,3.543,3.432,5.167,4.55,1.546,3.004,6.372,4.858,2.853,3.567,5.43,6.625,7.767
"['Dynamics', 'Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials']",0.391,5,1.787,5.385,2.726,6.559,2.881,1.879,2.486,4.387,2.92,5.471,5.918,3.247,7.165,7.852
"['Mechanisms', 'Dynamics', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials']",0.39,5,2.365,3.733,3.304,6.063,4.037,1.879,2.486,6.122,4.077,3.819,4.265,4.404,6.67,7.935
"['Dynamics', 'Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials']",0.39,5,2.032,5.753,2.463,6.611,3.003,1.546,2.223,4.247,2.92,5.454,5.777,3.492,7.288,7.852
"['Mechanisms', 'Dynamics', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials']",0.389,5,2.61,4.101,3.041,6.116,4.16,1.546,2.223,5.981,4.077,3.802,4.125,4.649,6.792,7.935
