Permutation,SkewScore,SatisfiedPairs,DMT10,DMT4,DMT5,DMT6,DMT11,DMT3,DMT9,DMT12,DMT15,DMT13,DMT14,DMT8,DMT1,DMT2,DMT7
"['Structures', 'Thermofluids', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Materials']",0.469,9,4.175,3.855,4.792,6.158,5.381,4.401,2.88,2.322,3.652,5.918,5.786,4.318,3.991,5.635,4.198
"['Dynamics', 'Materials', 'Instrumentation', 'Structures', 'Mechanisms', 'Thermofluids']",0.469,7,3.417,7.991,3.379,3.57,2.084,5.728,5.453,1.492,5.5,5.627,5.362,2.042,1.1,5.653,9.063
"['Dynamics', 'Materials', 'Structures', 'Instrumentation', 'Thermofluids', 'Mechanisms']",0.469,7,3.469,7.676,3.617,4.145,1.94,5.454,5.31,1.263,5.073,5.777,5.545,1.954,1.382,5.75,9.106
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Materials', 'Structures']",0.469,7,4.666,5.485,3.779,3.357,4.652,7.37,2.317,1.186,6.905,7.179,5.828,1.8,1.228,5.596,6.113
"['Dynamics', 'Materials', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Structures']",0.469,7,3.801,6.794,3.802,3.38,2.877,5.471,5.547,0.941,5.895,5.403,5.828,1.555,1.228,5.473,9.466
"['Mechanisms', 'Instrumentation', 'Materials', 'Dynamics', 'Thermofluids', 'Structures']",0.468,7,3.613,4.61,4.107,2.774,6.441,3.732,6.317,3.07,5.559,3.055,5.376,4.595,3.049,4.721,6.443
"['Mechanisms', 'Thermofluids', 'Structures', 'Instrumentation', 'Dynamics', 'Materials']",0.468,8,4.42,2.185,4.957,4.139,7.897,3.802,4.16,2.61,5.158,4.125,6.019,4.649,4.077,4.877,4.387
"['Dynamics', 'Materials', 'Structures', 'Thermofluids', 'Mechanisms', 'Instrumentation']",0.468,5,3.622,7.039,3.888,4.318,2.196,5.203,5.295,0.937,5.039,5.738,5.841,1.727,1.579,5.735,9.303
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Materials', 'Structures', 'Instrumentation']",0.468,7,4.579,5.302,4.02,3.713,4.344,6.733,2.896,0.878,6.481,6.871,6.06,1.608,1.46,5.615,6.903
"['Instrumentation', 'Mechanisms', 'Structures', 'Dynamics', 'Thermofluids', 'Materials']",0.467,7,3.571,5.608,3.476,3.235,6.272,5.309,4.016,4.057,5.454,4.62,4.67,5.518,2.92,5.118,3.616
"['Structures', 'Materials', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Instrumentation']",0.467,7,3.044,4.927,4.912,6.075,3.897,1.635,7.043,2.347,2.341,3.241,5.815,4.546,4.398,5.371,7.868
"['Structures', 'Materials', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Instrumentation']",0.467,6,3.044,5.509,4.709,6.075,3.286,2.217,6.636,2.143,2.515,3.823,5.786,4.139,3.991,5.546,8.043
"['Dynamics', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids', 'Mechanisms']",0.467,7,3.613,8.067,3.034,3.323,2.674,6.915,3.897,1.998,6.047,6.512,5.066,2.449,0.903,5.758,7.206
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials', 'Structures']",0.467,7,4.217,6.946,3.114,2.895,4.067,7.882,2.397,1.956,6.998,7.204,5.217,2.367,0.821,5.675,5.706
"['Dynamics', 'Materials', 'Instrumentation', 'Mechanisms', 'Structures', 'Thermofluids']",0.467,9,3.417,7.833,3.356,3.253,2.33,5.728,5.564,1.469,5.77,5.468,5.449,1.995,1.052,5.605,9.174
"['Instrumentation', 'Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Thermofluids']",0.466,8,3.396,5.854,3.441,3.2,5.991,5.028,4.508,4.057,5.313,4.339,4.67,5.518,2.92,5.118,4.109
"['Mechanisms', 'Materials', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Structures']",0.466,7,3.469,4.561,4.45,3.117,5.467,2.853,7.491,2.096,5.167,2.663,5.958,3.621,3.049,4.815,8.685
"['Mechanisms', 'Materials', 'Dynamics', 'Thermofluids', 'Structures', 'Instrumentation']",0.466,6,3.622,4.04,4.739,3.522,5.544,2.602,7.394,1.788,4.935,2.739,6.19,3.428,3.28,4.835,8.801
"['Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials', 'Dynamics']",0.465,6,3.344,4.682,4.32,5.483,5.681,3.451,4.389,3.745,3.265,4.358,5.149,5.944,4.398,5.403,3.849
"['Instrumentation', 'Dynamics', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials']",0.464,6,3.571,7.139,2.94,3.235,4.665,6.839,2.944,3.522,5.913,6.151,4.593,4.446,1.849,5.577,4.075
"['Dynamics', 'Instrumentation', 'Materials', 'Mechanisms', 'Thermofluids', 'Structures']",0.464,8,3.613,7.792,2.993,2.774,3.1,6.915,4.09,1.956,6.514,6.237,5.217,2.367,0.821,5.675,7.398
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Structures', 'Thermofluids', 'Materials']",0.463,8,3.571,5.95,3.236,2.756,6.032,5.891,3.776,3.818,6.036,4.962,4.772,5.039,2.441,5.221,3.959
"['Structures', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids', 'Dynamics']",0.463,7,3.103,5.019,4.272,5.435,5.295,3.065,5.064,3.745,3.072,3.973,5.149,5.944,4.398,5.403,4.523
"['Instrumentation', 'Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Thermofluids']",0.463,6,3.396,7.385,2.905,3.2,4.384,6.558,3.437,3.522,5.773,5.869,4.593,4.446,1.849,5.577,4.568
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Structures', 'Dynamics', 'Materials']",0.463,8,3.971,3.406,4.256,3.198,7.683,4.314,4.407,3.345,5.657,3.911,5.54,5.144,3.598,4.884,4.148
"['Structures', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials', 'Mechanisms']",0.463,8,3.344,5.93,3.884,5.483,4.37,4.699,3.515,3.308,3.639,5.607,5.086,5.07,3.524,5.778,4.223
"['Dynamics', 'Thermofluids', 'Structures', 'Instrumentation', 'Mechanisms', 'Materials']",0.463,7,4.42,5.753,3.709,4.139,4.151,7.37,1.662,1.362,6.228,7.693,5.841,2.151,1.579,5.947,5.458
"['Dynamics', 'Materials', 'Mechanisms', 'Thermofluids', 'Structures', 'Instrumentation']",0.463,7,3.622,6.641,3.829,3.522,2.813,5.203,5.574,0.878,5.716,5.34,6.06,1.608,1.46,5.615,9.582
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Thermofluids']",0.462,8,3.396,6.197,3.201,2.721,5.751,5.609,4.269,3.818,5.895,4.681,4.772,5.039,2.441,5.221,4.451
"['Structures', 'Materials', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Thermofluids']",0.462,7,2.801,5.196,4.721,5.883,3.795,1.622,7.132,2.526,2.379,3.139,5.815,4.725,4.398,5.461,7.868
"['Dynamics', 'Materials', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Structures']",0.462,7,3.469,7.161,3.54,3.117,2.737,5.454,5.67,1.186,5.947,5.263,5.828,1.8,1.228,5.596,9.466
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials']",0.461,8,3.571,6.899,2.904,2.756,5.036,6.839,3.112,3.486,6.321,5.911,4.725,4.374,1.777,5.505,4.243
"['Structures', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids', 'Mechanisms']",0.461,8,3.103,6.267,3.835,5.435,3.984,4.314,4.19,3.308,3.447,5.221,5.086,5.07,3.524,5.778,4.898
"['Structures', 'Materials', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Thermofluids']",0.461,6,2.801,5.778,4.517,5.883,3.184,2.204,6.725,2.322,2.553,3.721,5.786,4.318,3.991,5.635,8.043
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Instrumentation', 'Structures', 'Materials']",0.461,9,4.42,2.754,4.559,3.342,7.499,4.769,3.761,2.212,6.125,4.694,6.19,3.852,3.28,5.047,4.956
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids']",0.46,9,3.396,7.145,2.869,2.721,4.755,6.558,3.604,3.486,6.18,5.63,4.725,4.374,1.777,5.505,4.735
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Structures', 'Materials']",0.46,9,3.971,3.633,4.097,2.88,7.524,4.699,4.248,3.186,6.043,4.138,5.608,4.826,3.28,4.952,4.375
"['Mechanisms', 'Materials', 'Structures', 'Instrumentation', 'Dynamics', 'Thermofluids']",0.46,6,3.047,4.108,4.683,3.864,5.7,1.604,8.005,2.61,4.059,1.928,6.019,4.649,4.077,4.877,8.232
"['Mechanisms', 'Thermofluids', 'Structures', 'Dynamics', 'Materials', 'Instrumentation']",0.46,7,4.242,2.18,4.991,4.173,7.473,3.551,4.44,2.186,5.119,4.086,6.404,4.225,4.077,5.05,5.265
"['Mechanisms', 'Instrumentation', 'Materials', 'Structures', 'Dynamics', 'Thermofluids']",0.458,7,3.19,4.499,4.1,3.042,6.434,3.065,6.592,3.345,5.033,2.662,5.54,5.144,3.598,4.884,6.333
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Structures', 'Mechanisms', 'Materials']",0.458,6,3.971,6.974,3.007,3.198,3.937,7.882,1.91,2.096,6.728,7.479,5.362,2.646,1.1,5.955,5.218
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Instrumentation', 'Structures', 'Materials']",0.457,8,4.42,5.355,3.649,3.342,4.768,7.37,1.941,1.302,6.905,7.295,6.06,2.032,1.46,5.827,5.737
"['Mechanisms', 'Instrumentation', 'Materials', 'Dynamics', 'Structures', 'Thermofluids']",0.456,7,3.19,4.725,3.941,2.724,6.276,3.451,6.433,3.186,5.419,2.889,5.608,4.826,3.28,4.952,6.559
"['Mechanisms', 'Thermofluids', 'Structures', 'Dynamics', 'Instrumentation', 'Materials']",0.456,8,4.175,2.203,4.835,4.016,7.652,3.819,4.037,2.365,5.298,4.265,6.404,4.404,4.077,5.139,4.773
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Structures', 'Materials']",0.456,7,3.971,6.816,2.983,2.88,4.183,7.882,2.021,2.072,6.998,7.32,5.449,2.599,1.052,5.907,5.329
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Structures', 'Materials', 'Instrumentation']",0.456,7,4.242,2.522,4.752,3.694,7.233,4.132,4.2,1.947,5.701,4.429,6.507,3.745,3.598,5.152,5.607
"['Dynamics', 'Thermofluids', 'Structures', 'Mechanisms', 'Materials', 'Instrumentation']",0.456,7,4.242,5.363,3.877,4.173,4.131,6.733,2.212,1.072,6.074,7.269,6.245,1.997,1.849,6.005,6.22
"['Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Instrumentation', 'Dynamics']",0.454,6,3.335,3.19,4.962,5.792,6.039,2.204,5.118,2.858,3.0,3.721,6.145,5.389,5.062,5.458,5.187
"['Dynamics', 'Materials', 'Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids']",0.454,5,3.047,7.676,3.434,3.864,1.954,5.172,5.507,1.362,5.13,5.496,5.841,2.151,1.579,5.947,9.303
"['Mechanisms', 'Materials', 'Dynamics', 'Instrumentation', 'Structures', 'Thermofluids']",0.453,7,3.047,4.676,4.284,3.067,5.302,2.572,7.606,2.212,5.026,2.497,6.19,3.852,3.28,5.047,8.801
"['Mechanisms', 'Materials', 'Structures', 'Dynamics', 'Thermofluids', 'Instrumentation']",0.453,6,3.044,3.857,4.752,3.933,5.557,1.635,7.793,2.186,4.161,2.171,6.404,4.225,4.077,5.05,8.618
"['Dynamics', 'Instrumentation', 'Materials', 'Structures', 'Mechanisms', 'Thermofluids']",0.453,7,3.19,8.067,2.851,3.042,2.688,6.633,4.094,2.096,6.104,6.23,5.362,2.646,1.1,5.955,7.403
"['Structures', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation', 'Dynamics']",0.452,6,2.971,3.699,4.889,5.72,5.458,1.622,6.136,2.858,2.71,3.139,6.145,5.389,5.062,5.458,6.205
"['Mechanisms', 'Thermofluids', 'Dynamics', 'Structures', 'Instrumentation', 'Materials']",0.452,9,4.175,2.545,4.595,3.537,7.412,4.401,3.798,2.126,5.88,4.608,6.507,3.925,3.598,5.242,5.115
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Structures', 'Materials', 'Instrumentation']",0.452,7,4.242,5.123,3.842,3.694,4.503,6.733,2.38,1.036,6.481,7.029,6.377,1.925,1.777,5.933,6.388
"['Structures', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Materials']",0.451,6,3.098,4.717,4.074,5.237,5.681,3.732,3.897,3.745,3.546,4.64,5.43,5.944,4.398,5.685,3.638
"['Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation', 'Mechanisms']",0.451,7,3.335,5.387,4.193,5.792,3.732,4.401,3.58,2.089,3.66,5.918,6.035,3.851,3.524,6.117,5.846
"['Dynamics', 'Instrumentation', 'Materials', 'Mechanisms', 'Structures', 'Thermofluids']",0.451,8,3.19,7.908,2.827,2.724,2.934,6.633,4.205,2.072,6.373,6.072,5.449,2.599,1.052,5.907,7.514
"['Dynamics', 'Thermofluids', 'Structures', 'Mechanisms', 'Instrumentation', 'Materials']",0.451,7,4.175,5.385,3.721,4.016,4.31,7.002,1.809,1.251,6.253,7.448,6.245,2.176,1.849,6.094,5.728
"['Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials', 'Dynamics']",0.45,7,3.344,3.611,4.16,3.341,7.341,3.451,5.139,3.584,5.085,3.287,5.738,5.623,4.077,5.082,4.598
"['Structures', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Materials']",0.45,7,3.098,5.684,3.736,5.237,4.665,4.699,3.22,3.406,3.836,5.607,5.382,5.267,3.721,5.975,3.928
"['Structures', 'Instrumentation', 'Mechanisms', 'Materials', 'Dynamics', 'Thermofluids']",0.449,7,2.681,5.3,3.991,5.154,5.014,3.065,5.064,3.745,3.213,3.973,5.43,5.944,4.398,5.685,4.804
"['Mechanisms', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids', 'Dynamics']",0.449,6,3.103,3.948,4.112,3.293,6.955,3.065,5.813,3.584,4.893,2.902,5.738,5.623,4.077,5.082,5.273
"['Structures', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation', 'Mechanisms']",0.449,5,2.971,5.896,4.12,5.72,3.151,3.819,4.598,2.089,3.369,5.336,6.035,3.851,3.524,6.117,6.864
"['Mechanisms', 'Materials', 'Dynamics', 'Structures', 'Thermofluids', 'Instrumentation']",0.449,6,3.044,4.199,4.512,3.454,5.318,2.217,7.553,1.947,4.743,2.513,6.507,3.745,3.598,5.152,8.96
"['Dynamics', 'Materials', 'Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids']",0.449,7,3.047,7.277,3.374,3.067,2.571,5.172,5.786,1.302,5.807,5.098,6.06,2.032,1.46,5.827,9.582
"['Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials', 'Dynamics']",0.448,6,3.243,3.221,4.747,5.578,6.285,2.572,4.566,3.103,3.246,3.966,6.145,5.634,5.062,5.581,4.513
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Structures', 'Instrumentation', 'Materials']",0.448,8,4.175,5.146,3.685,3.537,4.682,7.002,1.977,1.215,6.66,7.208,6.377,2.104,1.777,6.022,5.895
"['Dynamics', 'Materials', 'Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation']",0.448,5,3.044,7.039,3.638,3.933,2.215,4.817,5.565,1.072,5.116,5.353,6.245,1.997,1.849,6.005,9.573
"['Structures', 'Instrumentation', 'Dynamics', 'Materials', 'Mechanisms', 'Thermofluids']",0.447,6,2.681,6.267,3.652,5.154,3.999,4.032,4.387,3.406,3.503,4.94,5.382,5.267,3.721,5.975,5.095
"['Mechanisms', 'Materials', 'Structures', 'Dynamics', 'Instrumentation', 'Thermofluids']",0.447,6,2.801,4.125,4.56,3.741,5.455,1.622,7.882,2.365,4.199,2.068,6.404,4.404,4.077,5.139,8.618
"['Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation', 'Dynamics']",0.445,7,3.335,2.51,4.86,4.432,7.094,2.204,5.594,2.756,4.157,3.041,6.519,5.185,4.858,5.254,5.663
"['Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Dynamics', 'Instrumentation']",0.445,5,3.156,3.203,4.872,5.703,5.86,2.217,5.029,2.679,3.103,3.823,6.426,5.21,5.062,5.65,5.468
"['Structures', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Materials', 'Mechanisms']",0.445,8,3.243,5.418,3.978,5.578,3.978,4.769,3.028,2.334,3.905,6.163,6.035,4.096,3.524,6.24,5.172
"['Dynamics', 'Instrumentation', 'Structures', 'Thermofluids', 'Materials', 'Mechanisms']",0.445,8,3.344,7.46,2.813,3.341,3.299,7.3,2.444,2.237,6.24,7.137,5.545,2.928,1.382,6.237,5.753
"['Dynamics', 'Materials', 'Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation']",0.445,7,3.044,6.8,3.602,3.454,2.587,4.817,5.732,1.036,5.523,5.114,6.377,1.925,1.777,5.933,9.74
"['Structures', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids', 'Dynamics']",0.444,6,2.639,4.067,4.626,5.457,5.318,1.604,6.259,3.103,2.762,2.999,6.145,5.634,5.062,5.581,6.205
"['Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation', 'Dynamics']",0.443,6,2.971,3.019,4.787,4.359,6.512,1.622,6.612,2.756,3.866,2.459,6.519,5.185,4.858,5.254,6.681
"['Structures', 'Mechanisms', 'Materials', 'Thermofluids', 'Dynamics', 'Instrumentation']",0.443,5,2.792,3.712,4.8,5.63,5.279,1.635,6.047,2.679,2.812,3.241,6.426,5.21,5.062,5.65,6.487
"['Dynamics', 'Instrumentation', 'Structures', 'Materials', 'Thermofluids', 'Mechanisms']",0.443,7,3.103,7.797,2.765,3.293,2.914,6.915,3.119,2.237,6.047,6.751,5.545,2.928,1.382,6.237,6.428
"['Mechanisms', 'Materials', 'Dynamics', 'Structures', 'Instrumentation', 'Thermofluids']",0.443,7,2.801,4.467,4.32,3.262,5.215,2.204,7.642,2.126,4.781,2.41,6.507,3.925,3.598,5.242,8.96
"['Dynamics', 'Materials', 'Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids']",0.443,5,2.801,7.308,3.446,3.741,2.113,4.805,5.654,1.251,5.154,5.251,6.245,2.176,1.849,6.094,9.573
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Materials', 'Structures']",0.442,8,3.344,4.345,3.646,2.313,6.827,4.699,4.625,3.07,6.334,4.022,5.958,4.595,3.049,5.302,5.333
"['Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Mechanisms', 'Instrumentation']",0.442,7,3.156,5.119,4.202,5.703,3.849,4.132,3.688,2.008,3.678,5.739,6.33,3.869,3.721,6.225,6.043
"['Structures', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids', 'Mechanisms']",0.441,5,2.639,6.264,3.858,5.457,3.011,3.802,4.721,2.334,3.421,5.196,6.035,4.096,3.524,6.24,6.864
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids', 'Structures']",0.44,7,3.103,4.682,3.598,2.265,6.441,4.314,5.299,3.07,6.141,3.636,5.958,4.595,3.049,5.302,6.007
"['Structures', 'Dynamics', 'Materials', 'Thermofluids', 'Mechanisms', 'Instrumentation']",0.44,5,2.792,5.628,4.129,5.63,3.267,3.551,4.706,2.008,3.387,5.157,6.33,3.869,3.721,6.225,7.061
"['Dynamics', 'Materials', 'Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids']",0.44,7,2.801,7.068,3.41,3.262,2.484,4.805,5.822,1.215,5.561,5.011,6.377,2.104,1.777,6.022,9.74
"['Mechanisms', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials', 'Dynamics']",0.439,8,3.243,2.541,4.645,4.217,7.339,2.572,5.043,3.001,4.402,3.286,6.519,5.43,4.858,5.376,4.989
"['Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Instrumentation', 'Mechanisms']",0.439,7,3.335,6.359,3.513,4.432,3.052,6.053,2.9,1.409,5.312,6.89,6.327,2.49,2.164,6.409,6.818
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Thermofluids', 'Materials', 'Structures']",0.438,8,3.344,6.946,2.736,2.313,4.096,7.3,2.804,2.16,7.114,6.623,5.828,2.774,1.228,6.083,6.113
"['Mechanisms', 'Instrumentation', 'Structures', 'Thermofluids', 'Dynamics', 'Materials']",0.437,7,3.098,3.646,3.914,3.095,7.341,3.732,4.647,3.584,5.367,3.569,6.019,5.623,4.077,5.363,4.387
"['Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation', 'Mechanisms']",0.437,6,2.971,6.868,3.44,4.359,2.47,5.471,3.918,1.409,5.021,6.308,6.327,2.49,2.164,6.409,7.836
"['Structures', 'Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials', 'Dynamics']",0.436,6,2.741,3.776,4.351,5.181,6.073,2.545,4.751,3.473,3.325,3.754,6.145,6.004,5.062,5.766,4.513
"['Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Dynamics', 'Instrumentation']",0.436,7,3.156,2.523,4.77,4.342,6.915,2.217,5.505,2.577,4.259,3.143,6.8,5.006,4.858,5.446,5.945
"['Dynamics', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids', 'Structures']",0.436,8,3.103,7.283,2.687,2.265,3.71,6.915,3.479,2.16,6.921,6.237,5.828,2.774,1.228,6.083,6.787
"['Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Thermofluids', 'Dynamics']",0.435,6,2.5,4.113,4.303,5.133,5.688,2.16,5.426,3.473,3.132,3.369,6.145,6.004,5.062,5.766,5.187
"['Mechanisms', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids', 'Dynamics']",0.435,6,2.639,3.387,4.524,4.096,6.372,1.604,6.735,3.001,3.919,2.319,6.519,5.43,4.858,5.376,6.681
"['Mechanisms', 'Instrumentation', 'Structures', 'Materials', 'Dynamics', 'Thermofluids']",0.434,7,2.681,4.229,3.83,3.012,6.674,3.065,5.813,3.584,5.033,2.902,6.019,5.623,4.077,5.363,5.554
"['Structures', 'Mechanisms', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Materials']",0.434,5,2.997,3.256,4.501,5.332,6.285,2.853,4.074,3.103,3.527,4.247,6.426,5.634,5.062,5.862,4.302
"['Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Dynamics', 'Instrumentation']",0.434,6,2.792,3.032,4.698,4.27,6.333,1.635,6.523,2.577,3.968,2.561,6.8,5.006,4.858,5.446,6.963
"['Structures', 'Dynamics', 'Instrumentation', 'Thermofluids', 'Materials', 'Mechanisms']",0.433,7,2.741,5.973,3.582,5.181,3.766,4.742,3.213,2.704,3.984,5.952,6.035,4.466,3.524,6.425,5.172
"['Dynamics', 'Structures', 'Thermofluids', 'Instrumentation', 'Materials', 'Mechanisms']",0.433,8,3.243,6.39,3.298,4.217,3.297,6.421,2.348,1.654,5.557,7.135,6.327,2.736,2.164,6.531,6.144
"['Dynamics', 'Instrumentation', 'Structures', 'Thermofluids', 'Mechanisms', 'Materials']",0.432,6,3.098,7.214,2.665,3.095,3.594,7.3,2.149,2.336,6.437,7.137,5.841,3.125,1.579,6.434,5.458
"['Structures', 'Instrumentation', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Materials']",0.431,6,2.52,5.102,3.689,4.852,5.295,3.732,3.897,3.745,3.739,4.64,5.815,5.944,4.398,6.07,4.023
"['Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Thermofluids', 'Mechanisms']",0.431,7,2.5,6.31,3.534,5.133,3.381,4.357,3.888,2.704,3.792,5.566,6.035,4.466,3.524,6.425,5.846
"['Structures', 'Dynamics', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Materials']",0.431,7,2.997,5.172,3.831,5.332,4.273,4.769,2.733,2.433,4.102,6.163,6.33,4.293,3.721,6.437,4.877
"['Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Mechanisms', 'Instrumentation']",0.431,7,3.156,6.091,3.522,4.342,3.169,5.784,3.007,1.328,5.33,6.711,6.622,2.508,2.36,6.516,7.015
"['Structures', 'Instrumentation', 'Mechanisms', 'Dynamics', 'Materials', 'Thermofluids']",0.43,6,2.344,5.348,3.654,4.816,5.014,3.451,4.389,3.745,3.598,4.358,5.815,5.944,4.398,6.07,4.515
"['Structures', 'Instrumentation', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Materials']",0.43,7,2.52,5.684,3.485,4.852,4.684,4.314,3.49,3.541,3.913,5.221,5.786,5.537,3.991,6.245,4.198
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Thermofluids', 'Structures', 'Materials']",0.43,9,3.098,4.215,3.516,2.299,6.942,4.699,4.248,3.186,6.334,4.138,6.19,4.826,3.28,5.534,4.956
"['Structures', 'Mechanisms', 'Materials', 'Instrumentation', 'Dynamics', 'Thermofluids']",0.43,7,2.217,4.348,4.345,5.176,5.036,1.604,6.259,3.103,2.903,2.999,6.426,5.634,5.062,5.862,6.487
"['Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Instrumentation', 'Structures']",0.43,6,3.335,3.802,3.955,2.622,6.189,4.401,4.69,1.851,6.354,4.333,6.907,3.375,3.049,5.642,6.956
"['Structures', 'Instrumentation', 'Dynamics', 'Mechanisms', 'Materials', 'Thermofluids']",0.429,8,2.344,5.93,3.45,4.816,4.403,4.032,3.982,3.541,3.773,4.94,5.786,5.537,3.991,6.245,4.69
"['Dynamics', 'Instrumentation', 'Structures', 'Materials', 'Mechanisms', 'Thermofluids']",0.429,7,2.681,7.797,2.582,3.012,2.928,6.633,3.316,2.336,6.104,6.47,5.841,3.125,1.579,6.434,6.625
"['Dynamics', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids', 'Mechanisms']",0.429,6,2.639,7.236,3.177,4.096,2.33,5.454,4.041,1.654,5.073,6.168,6.327,2.736,2.164,6.531,7.836
"['Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Mechanisms', 'Instrumentation']",0.429,6,2.792,6.6,3.449,4.27,2.587,5.203,4.025,1.328,5.039,6.129,6.622,2.508,2.36,6.516,8.033
"['Mechanisms', 'Instrumentation', 'Dynamics', 'Materials', 'Structures', 'Thermofluids']",0.428,7,2.681,4.798,3.432,2.215,6.276,4.032,5.415,3.186,6.0,3.471,6.19,4.826,3.28,5.534,6.123
"['Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation', 'Structures']",0.428,7,2.971,4.311,3.883,2.55,5.607,3.819,5.708,1.851,6.063,3.751,6.907,3.375,3.049,5.642,7.974
"['Mechanisms', 'Structures', 'Instrumentation', 'Thermofluids', 'Materials', 'Dynamics']",0.427,7,2.741,3.096,4.249,3.821,7.128,2.545,5.228,3.371,4.482,3.074,6.519,5.8,4.858,5.562,4.989
"['Structures', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Materials', 'Instrumentation']",0.427,5,2.819,3.251,4.535,5.366,5.86,2.602,4.354,2.679,3.488,4.208,6.812,5.21,5.062,6.035,5.179
